away_corner_kick,away_foul,away_offside,away_pass_fail,away_pass_success,away_possession,away_red_card,away_score,away_shot,away_shot_accuracy,away_shot_on_target,away_tackle_success,away_team,away_yellow_card,home_corner_kick,home_foul,home_offside,home_pass_fail,home_pass_success,home_possession,home_red_card,home_score,home_shot,home_shot_accuracy,home_shot_on_target,home_tackle_success,home_team,home_yellow_card,stadium,week
4,16,2,83,300,47,1,1,6,83.33,5,16,PERSIKABO 1973,6,3,12,0,80,349,53,1,2,15,53.33,8,17,RANS NUSANTARA FC,3,"Stadion Maguwoharjo, Sleman",1
6,15,2,80,391,65,0,0,10,42.86,3,14,PERSITA TANGERANG,3,4,22,0,82,216,35,0,2,14,18.18,2,13,PS BARITO PUTERA,4,"Stadion Demang Lehman, Martapura",1
2,18,0,78,198,32,0,1,5,75,3,17,PSS SLEMAN,5,10,17,1,79,433,68,0,0,19,37.5,6,11,BALI UNITED FC,4,"Stadion Kapten I Wayan Dipta, Gianyar",1
1,24,1,78,216,52,0,1,4,100,4,22,MADURA UNITED FC,3,6,12,1,81,204,48,0,1,13,33.33,4,12,PERSIB BANDUNG,2,"Stadion Gelora Bandung Lautan Api, Bandung",1
2,15,2,66,207,43,0,3,10,62.5,5,19,PERSEBAYA SURABAYA,2,3,13,5,82,275,57,0,2,17,61.54,8,29,PERSIS SOLO,4,"Stadion Manahan, Solo",1
4,10,5,72,378,54,0,0,17,66.67,10,17,AREMA FC,2,6,19,1,78,334,46,0,1,12,63.64,7,20,DEWA UNITED FC,1,"Stadion Indomilk Arena, Tangerang",1
4,16,3,71,369,62,0,1,12,55.56,5,13,BORNEO FC SAMARINDA,2,2,15,2,94,235,38,0,1,9,80,4,17,PERSIK KEDIRI,4,"Stadion Brawijaya, Kediri",1
3,23,1,77,222,37,0,1,5,50,2,6,BHAYANGKARA PRESISI INDONESIA FC,3,7,13,1,91,387,63,0,3,21,41.18,7,15,PSIS SEMARANG,4,"Stadion Jatidiri, Semarang",1
4,21,2,78,108,20,0,1,5,100,1,27,PSM MAKASSAR,5,4,15,0,78,446,80,0,1,9,80,4,11,PERSIJA JAKARTA,3,"Stadion Gelora Bung Karno, Jakarta Pusat",1
6,17,3,96,325,58,0,2,13,30,3,11,RANS NUSANTARA FC,4,3,11,5,80,244,42,0,1,15,36.36,4,10,BHAYANGKARA PRESISI INDONESIA FC,1,"Stadion Patriot Chandra Bhaga, Bekasi",2
5,16,1,94,407,66,0,0,12,8.33,1,28,PERSIJA JAKARTA,2,5,16,0,95,216,34,0,0,11,40,2,24,PERSIKABO 1973,2,"Stadion Pakansari, Kab. Bogor",2
0,17,0,66,280,37,0,1,8,62.5,5,20,PS BARITO PUTERA,3,4,10,0,68,481,63,0,1,7,80,4,18,PERSEBAYA SURABAYA,2,"Stadion Gelora Bung Tomo, Surabaya",2
1,10,1,75,165,28,0,2,7,40,2,15,PERSIK KEDIRI,4,7,12,3,64,442,72,0,3,23,73.68,14,18,MADURA UNITED FC,1,"Stadion Gelora Madura Ratu Pamelingan, Pamekasan",2
7,13,4,122,194,45,0,0,9,33.33,2,17,PSIS SEMARANG,1,7,28,2,102,238,55,0,2,15,53.85,7,19,PERSITA TANGERANG,4,"Stadion Indomilk Arena, Tangerang",2
7,20,2,85,184,49,0,1,6,40,2,7,BALI UNITED FC,1,8,17,3,71,192,51,0,3,18,53.85,7,8,BORNEO FC SAMARINDA,5,"Stadion Segiri, Samarinda",2
4,16,2,75,420,74,0,2,9,57.14,4,6,DEWA UNITED FC,4,6,14,0,77,148,26,1,1,12,40,4,14,PSM MAKASSAR,1,"Stadion Gelora B. J. Habibie, Pare-pare",2
10,17,1,91,278,53,0,3,17,50,5,19,PERSIB BANDUNG,4,4,10,2,67,251,47,0,3,10,44.44,4,17,AREMA FC,3,"Stadion Kapten I Wayan Dipta, Gianyar",2
7,21,2,87,183,47,0,2,13,33.33,3,22,PERSIS SOLO,2,6,15,1,73,211,53,0,2,8,62.5,5,21,PSS SLEMAN,3,"Stadion Maguwoharjo, Sleman",2
2,10,6,69,332,44,0,1,14,53.85,7,20,BHAYANGKARA PRESISI INDONESIA FC,0,3,14,1,69,424,56,0,4,11,62.5,5,9,PERSIJA JAKARTA,2,"Stadion Patriot Chandra Bhaga, Bekasi",3
1,19,3,62,345,52,0,0,4,25,1,14,PERSEBAYA SURABAYA,3,3,17,0,73,319,48,0,2,12,33.33,3,28,PSIS SEMARANG,3,"Stadion Jatidiri, Semarang",3
3,20,1,64,334,53,2,1,12,40,4,14,MADURA UNITED FC,5,8,17,7,74,297,47,1,2,14,50,7,13,BALI UNITED FC,7,"Stadion Kapten I Wayan Dipta, Gianyar",3
9,15,1,76,325,65,0,1,14,33.33,4,11,BORNEO FC SAMARINDA,3,3,15,1,76,180,35,0,2,10,60,3,16,PERSIS SOLO,3,"Stadion Manahan, Solo",3
5,20,3,96,279,60,0,1,15,28.57,4,19,PERSITA TANGERANG,3,2,26,1,94,189,40,1,0,12,37.5,3,22,RANS NUSANTARA FC,4,"Stadion Maguwoharjo, Sleman",3
6,12,4,87,326,61,0,2,10,60,3,12,AREMA FC,2,12,19,2,61,215,39,0,5,17,53.85,7,13,PERSIK KEDIRI,0,"Stadion Brawijaya, Kediri",3
6,14,0,74,315,54,0,2,7,100,5,28,DEWA UNITED FC,4,11,11,0,64,269,46,1,2,15,75,9,15,PERSIB BANDUNG,3,"Stadion Gelora Bandung Lautan Api, Bandung",3
6,17,2,78,167,31,1,1,12,62.5,5,18,PSM MAKASSAR,3,5,8,5,77,374,69,0,0,9,42.86,3,9,PERSIKABO 1973,3,"Stadion Pakansari, Kab. Bogor",3
1,16,0,56,258,48,0,1,12,71.43,5,22,PSS SLEMAN,3,1,15,0,69,281,52,0,3,17,42.86,6,20,PS BARITO PUTERA,2,"Stadion Demang Lehman, Martapura",3
5,16,5,64,258,60,0,3,15,50,5,15,PERSIS SOLO,4,3,13,1,71,176,40,0,4,19,46.67,7,18,MADURA UNITED FC,2,"Stadion Gelora Madura Ratu Pamelingan, Pamekasan",4
2,21,1,67,235,41,0,2,15,53.85,7,19,RANS NUSANTARA FC,3,3,19,2,83,345,59,0,2,8,66.67,4,19,PERSEBAYA SURABAYA,1,"Stadion Gelora Bung Tomo, Surabaya",4
6,12,2,77,328,58,0,3,13,66.67,6,20,PERSIKABO 1973,3,7,15,0,79,238,42,0,1,8,60,3,18,BHAYANGKARA PRESISI INDONESIA FC,3,"Stadion Patriot Chandra Bhaga, Bekasi",4
4,15,3,92,342,63,0,2,10,55.56,5,15,PERSIB BANDUNG,4,4,8,2,85,201,37,0,4,13,50,6,20,PSM MAKASSAR,3,"Stadion Gelora B. J. Habibie, Pare-pare",4
3,13,3,91,237,42,0,0,2,0,0,26,PERSIJA JAKARTA,3,7,15,0,78,339,58,0,1,13,37.5,3,21,PERSITA TANGERANG,3,"Stadion Indomilk Arena, Tangerang",4
3,9,2,70,304,49,0,0,9,50,4,18,PERSIK KEDIRI,3,4,14,2,56,329,51,0,3,19,40,6,20,DEWA UNITED FC,2,"Stadion Indomilk Arena, Tangerang",4
12,21,2,75,342,56,0,3,11,66.67,6,16,BALI UNITED FC,3,14,15,0,87,279,44,0,1,15,63.64,7,20,AREMA FC,0,"Stadion Kapten I Wayan Dipta, Gianyar",4
1,9,2,80,243,47,0,1,10,42.86,3,16,PS BARITO PUTERA,1,9,22,3,71,281,53,0,2,15,41.67,5,21,BORNEO FC SAMARINDA,2,"Stadion Segiri, Samarinda",4
5,14,3,61,271,46,1,2,13,62.5,5,17,PSIS SEMARANG,3,6,15,3,66,330,54,1,2,16,50,7,13,PSS SLEMAN,3,"Stadion Maguwoharjo, Sleman",4
7,19,1,72,221,51,0,2,11,60,6,16,MADURA UNITED FC,2,5,13,3,93,217,49,0,1,22,23.53,4,20,PS BARITO PUTERA,2,"Stadion Demang Lehman, Martapura",5
4,11,1,67,278,39,1,0,13,9.09,1,23,PERSEBAYA SURABAYA,3,3,16,2,75,438,61,0,1,17,41.67,5,25,PERSIJA JAKARTA,2,"Stadion Gelora Bung Karno, Jakarta Pusat",5
3,22,1,94,235,41,0,1,11,50,4,21,AREMA FC,3,10,14,0,91,352,59,0,1,21,75,12,19,PERSIS SOLO,2,"Stadion Sriwedari, Solo",5
5,22,3,98,260,52,0,0,5,20,1,20,PSS SLEMAN,2,6,24,2,97,240,48,0,0,19,40,4,11,RANS NUSANTARA FC,3,"Stadion Maguwoharjo, Sleman",5
7,10,0,91,231,34,0,0,9,0,0,22,PSM MAKASSAR,4,8,10,3,77,453,66,0,0,17,26.67,4,16,BHAYANGKARA PRESISI INDONESIA FC,3,"Stadion Patriot Chandra Bhaga, Bekasi",5
5,13,0,69,338,55,0,1,16,50,7,18,DEWA UNITED FC,4,14,17,3,76,277,45,0,3,17,58.82,10,18,BALI UNITED FC,2,"Stadion Kapten I Wayan Dipta, Gianyar",5
4,15,1,84,361,73,0,2,12,40,4,15,PERSIB BANDUNG,3,5,12,0,108,135,27,1,1,9,71.43,5,29,PERSIK KEDIRI,3,"Stadion Brawijaya, Kediri",5
5,17,4,75,398,64,0,2,11,83.33,5,17,PERSITA TANGERANG,3,5,16,0,75,228,36,0,2,14,45.45,5,14,PERSIKABO 1973,3,"Stadion Wibawa Mukti, Bekasi",5
7,21,4,92,261,42,0,0,5,40,2,15,BORNEO FC SAMARINDA,1,4,8,2,80,372,58,0,0,7,66.67,4,15,PSIS SEMARANG,0,"Stadion Jatidiri, Semarang",5
7,15,2,86,219,36,0,0,9,60,3,24,PSIS SEMARANG,3,4,10,1,51,394,64,0,1,14,53.85,7,15,MADURA UNITED FC,1,"Stadion Gelora Bangkalan, Bangkalan",6
1,12,2,77,304,44,0,4,13,58.33,7,21,PS BARITO PUTERA,2,3,13,2,75,394,56,0,0,13,12.5,1,16,AREMA FC,1,"Stadion Kapten I Wayan Dipta, Gianyar",6
5,15,1,83,195,45,0,1,14,16.67,2,20,RANS NUSANTARA FC,1,3,12,4,102,240,55,0,1,10,75,6,23,BORNEO FC SAMARINDA,2,"Stadion Segiri, Samarinda",6
7,17,4,66,398,57,0,3,15,45.45,5,20,PERSIJA JAKARTA,1,8,17,1,84,304,43,0,1,12,50,4,18,PSS SLEMAN,1,"Stadion Maguwoharjo, Sleman",6
4,16,5,77,240,41,0,0,8,57.14,4,25,PERSIS SOLO,2,11,15,0,83,346,59,0,0,16,38.46,5,22,DEWA UNITED FC,4,"Stadion Indomilk Arena, Tangerang",6
1,17,2,81,169,26,0,2,8,50,4,23,PERSIKABO 1973,1,9,15,1,99,483,74,0,1,21,46.67,7,20,PERSEBAYA SURABAYA,1,"Stadion Gelora Bung Tomo, Surabaya",6
2,16,2,85,212,49,0,0,8,40,2,18,BALI UNITED FC,1,10,16,2,96,228,51,0,0,14,27.27,3,10,PERSIB BANDUNG,3,"Stadion Gelora Bandung Lautan Api, Bandung",6
5,15,2,74,293,43,0,1,10,30,3,12,BHAYANGKARA PRESISI INDONESIA FC,4,2,14,0,75,396,57,0,0,14,15.38,2,17,PERSITA TANGERANG,2,"Stadion Indomilk Arena, Tangerang",6
1,16,1,90,216,51,0,2,7,42.86,3,12,PERSIK KEDIRI,3,3,16,0,99,210,49,0,1,18,30.77,4,12,PSM MAKASSAR,5,"Stadion Gelora B. J. Habibie, Pare-pare",6
3,13,2,79,455,75,0,1,15,28.57,4,17,MADURA UNITED FC,1,4,19,3,67,158,25,0,3,7,66.67,4,24,RANS NUSANTARA FC,3,"Stadion Maguwoharjo, Sleman",7
5,15,1,76,184,33,0,1,8,80,4,18,BORNEO FC SAMARINDA,4,5,15,4,88,374,67,0,1,9,57.14,4,18,PERSIJA JAKARTA,1,"Stadion Patriot Chandra Bhaga, Bekasi",7
12,21,2,82,200,39,0,0,12,40,4,25,AREMA FC,5,6,10,2,75,326,61,0,2,12,45.45,5,21,PSIS SEMARANG,1,"Stadion Jatidiri, Semarang",7
3,14,5,57,327,57,0,1,12,33.33,3,8,DEWA UNITED FC,3,7,15,1,78,255,43,0,2,22,69.23,9,17,PS BARITO PUTERA,1,"Stadion Demang Lehman, Martapura",7
9,13,2,85,288,59,1,1,21,50,7,19,PERSIB BANDUNG,5,3,15,4,71,205,41,0,2,6,80,4,16,PERSIS SOLO,5,"Stadion Manahan, Solo",7
6,21,4,67,275,49,1,3,10,50,5,12,PSS SLEMAN,6,10,17,2,81,290,51,0,2,12,45.45,5,18,PERSIKABO 1973,2,"Stadion Wibawa Mukti, Bekasi",7
4,10,0,59,381,44,0,2,10,44.44,4,17,PERSEBAYA SURABAYA,2,4,11,0,61,504,56,0,1,16,45.45,5,15,BHAYANGKARA PRESISI INDONESIA FC,2,"Stadion Patriot Chandra Bhaga, Bekasi",7
10,17,0,95,330,58,0,1,19,63.64,7,23,PERSIK KEDIRI,4,4,15,1,84,247,42,0,1,10,50,4,22,BALI UNITED FC,3,"Stadion Kapten I Wayan Dipta, Gianyar",7
2,13,1,96,180,28,1,1,13,18.18,2,12,PSM MAKASSAR,3,6,16,4,86,475,72,0,0,11,25,2,13,PERSITA TANGERANG,3,"Stadion Indomilk Arena, Tangerang",7
5,16,4,90,237,39,0,1,11,50,4,26,RANS NUSANTARA FC,0,9,12,5,103,383,61,0,0,8,0,0,24,AREMA FC,3,"Stadion Kapten I Wayan Dipta, Gianyar",8
3,8,2,77,204,34,0,4,11,90,9,22,PSIS SEMARANG,3,14,11,6,95,396,66,0,1,17,61.54,8,18,DEWA UNITED FC,4,"Stadion Indomilk Arena, Tangerang",8
5,14,1,86,337,56,0,0,14,30,3,20,PERSIJA JAKARTA,3,0,20,3,67,267,44,0,2,7,33.33,2,17,MADURA UNITED FC,2,"Stadion Gelora Bangkalan, Bangkalan",8
4,13,0,88,329,57,0,2,14,100,9,15,PERSIKABO 1973,3,8,11,3,81,250,43,1,3,16,46.67,7,20,BORNEO FC SAMARINDA,0,"Stadion Segiri, Samarinda",8
3,14,2,71,316,54,0,1,9,42.86,3,14,PS BARITO PUTERA,4,7,13,1,77,276,46,0,1,12,36.36,4,16,PERSIB BANDUNG,1,"Stadion Gelora Bandung Lautan Api, Bandung",8
6,12,2,66,148,43,0,1,8,42.86,3,14,BHAYANGKARA PRESISI INDONESIA FC,3,5,11,2,65,197,57,0,3,10,50,3,10,PSS SLEMAN,2,"Stadion Maguwoharjo, Sleman",8
2,13,2,95,258,52,0,0,2,50,1,19,PERSIS SOLO,1,5,14,1,92,244,48,0,2,21,61.11,11,24,PERSIK KEDIRI,2,"Stadion Brawijaya, Kediri",8
2,13,0,79,361,56,0,0,8,25,2,17,PERSITA TANGERANG,3,6,13,4,68,295,44,0,1,14,60,6,14,PERSEBAYA SURABAYA,2,"Stadion Gelora Bung Tomo, Surabaya",8
6,6,0,72,183,34,1,2,17,50,6,15,PSM MAKASSAR,0,10,16,3,92,360,66,0,3,13,58.33,7,18,BALI UNITED FC,3,"Stadion Kapten I Wayan Dipta, Gianyar",8
4,21,4,64,309,57,0,2,11,66.67,6,20,PERSIB BANDUNG,3,4,17,2,73,242,43,2,1,12,54.55,6,26,PSIS SEMARANG,5,"Stadion Jatidiri, Semarang",9
5,12,0,73,221,44,1,0,12,33.33,3,21,PERSIK KEDIRI,2,5,16,0,80,284,56,0,2,14,66.67,8,19,PS BARITO PUTERA,2,"Stadion Demang Lehman, Martapura",9
6,15,2,64,303,42,0,2,10,62.5,5,17,AREMA FC,4,4,12,2,85,433,58,1,2,8,57.14,4,16,PERSIJA JAKARTA,3,"Stadion Patriot Chandra Bhaga, Bekasi",9
4,18,1,81,190,46,0,1,9,12.5,1,23,BALI UNITED FC,1,6,23,0,102,232,54,0,3,8,50,4,15,PERSIS SOLO,1,"Stadion Manahan, Solo",9
5,13,3,68,276,54,0,0,14,30.77,4,24,DEWA UNITED FC,3,11,20,2,86,238,46,0,0,12,18.18,2,25,RANS NUSANTARA FC,3,"Stadion Maguwoharjo, Sleman",9
5,17,4,76,354,51,0,3,15,61.54,8,13,MADURA UNITED FC,3,6,7,0,99,342,49,0,0,12,25,2,21,PERSIKABO 1973,2,"Stadion Wibawa Mukti, Bekasi",9
4,17,2,94,383,54,0,2,17,50,7,26,BORNEO FC SAMARINDA,3,4,11,3,91,336,46,0,0,21,50,7,9,BHAYANGKARA PRESISI INDONESIA FC,1,"Stadion Patriot Chandra Bhaga, Bekasi",9
8,21,1,93,144,29,0,3,11,55.56,5,19,PSS SLEMAN,4,5,14,2,95,360,71,0,2,17,57.14,8,22,PERSITA TANGERANG,3,"Stadion Indomilk Arena, Tangerang",9
8,19,0,70,253,41,0,0,20,25,4,21,PSM MAKASSAR,2,2,7,4,64,365,59,0,1,6,60,3,13,PERSEBAYA SURABAYA,4,"Stadion Gelora Bung Tomo, Surabaya",9
1,13,2,89,328,66,0,0,7,42.86,3,21,PERSIS SOLO,2,3,11,4,97,171,34,0,1,16,33.33,5,27,PSM MAKASSAR,1,"Stadion Gelora B. J. Habibie, Pare-pare",10
5,16,0,77,418,51,0,0,11,22.22,2,16,PERSIKABO 1973,5,2,15,0,66,413,49,0,1,11,87.5,7,14,AREMA FC,3,"Stadion Kapten I Wayan Dipta, Gianyar",10
0,20,2,58,322,50,0,1,10,50,4,25,PSIS SEMARANG,3,6,14,2,60,327,50,0,1,18,35.71,5,17,PERSIK KEDIRI,4,"Stadion Brawijaya, Kediri",10
3,14,0,80,240,49,0,1,16,53.85,7,15,PS BARITO PUTERA,4,4,13,1,81,259,51,0,2,20,33.33,6,18,BALI UNITED FC,2,"Stadion Kapten I Wayan Dipta, Gianyar",10
7,16,1,86,317,58,0,1,10,14.29,1,23,RANS NUSANTARA FC,3,6,16,3,87,236,42,0,2,11,55.56,5,21,PERSIB BANDUNG,3,"Stadion Gelora Bandung Lautan Api, Bandung",10
0,23,1,81,231,45,0,0,2,0,0,21,PERSEBAYA SURABAYA,4,3,20,2,82,288,55,0,0,13,10,1,23,PSS SLEMAN,5,"Stadion Maguwoharjo, Sleman",10
5,16,1,95,430,58,0,0,11,60,6,30,PERSIJA JAKARTA,2,2,10,1,77,315,42,0,2,7,60,3,28,DEWA UNITED FC,2,"Stadion Indomilk Arena, Tangerang",10
10,13,1,100,241,52,0,1,20,53.33,8,22,PERSITA TANGERANG,2,8,16,2,96,225,48,0,2,11,71.43,5,25,BORNEO FC SAMARINDA,2,"Stadion Segiri, Samarinda",10
2,13,2,88,261,40,0,0,14,46.15,6,22,BHAYANGKARA PRESISI INDONESIA FC,4,6,19,0,80,399,60,0,0,11,44.44,4,9,MADURA UNITED FC,3,"Stadion Gelora Bangkalan, Bangkalan",10
1,10,1,112,140,30,0,1,8,60,3,38,PSM MAKASSAR,1,4,10,2,99,329,70,0,1,11,42.86,3,15,PSS SLEMAN,3,"Stadion Maguwoharjo, Sleman",11
6,11,1,99,375,70,0,0,11,33.33,3,21,PERSIS SOLO,2,5,14,2,78,168,30,0,2,16,42.86,6,18,PS BARITO PUTERA,2,"Stadion Demang Lehman, Martapura",11
2,16,2,82,232,38,0,1,12,25,3,19,BORNEO FC SAMARINDA,2,7,19,1,67,394,62,0,2,14,60,6,14,PERSEBAYA SURABAYA,0,"Stadion Gelora Bung Tomo, Surabaya",11
10,11,4,79,417,59,0,1,24,41.18,7,21,DEWA UNITED FC,2,8,10,3,75,291,41,0,1,9,50,3,25,PERSIKABO 1973,1,"Stadion Wibawa Mukti, Bekasi",11
7,12,0,75,275,49,0,1,14,10,1,16,BALI UNITED FC,2,5,11,0,68,292,51,0,2,7,57.14,4,16,PSIS SEMARANG,1,"Stadion Jatidiri, Semarang",11
7,10,3,71,286,52,0,1,18,36.36,4,15,PERSIB BANDUNG,0,3,18,0,75,270,48,0,1,5,66.67,2,21,PERSIJA JAKARTA,0,"Stadion Patriot Chandra Bhaga, Bekasi",11
9,16,4,95,251,57,0,0,15,33.33,4,14,PERSIK KEDIRI,3,4,16,4,82,191,43,0,1,15,38.46,5,15,RANS NUSANTARA FC,1,"Stadion Maguwoharjo, Sleman",11
3,16,0,84,434,54,0,2,8,80,4,13,AREMA FC,0,6,12,2,88,376,46,0,0,24,35,7,10,BHAYANGKARA PRESISI INDONESIA FC,0,"Stadion Patriot Chandra Bhaga, Bekasi",11
3,20,2,62,248,49,0,3,9,42.86,3,16,MADURA UNITED FC,0,3,18,3,67,264,51,0,1,21,57.14,8,19,PERSITA TANGERANG,0,"Stadion Indomilk Arena, Tangerang",11
3,14,1,82,170,39,0,0,4,0,0,11,PSS SLEMAN,3,8,22,1,103,277,61,0,1,17,36.36,4,15,BORNEO FC SAMARINDA,3,"Stadion Segiri, Samarinda",12
5,19,3,68,272,57,0,2,10,50,4,19,PERSIJA JAKARTA,5,3,16,0,78,210,43,0,1,15,54.55,6,25,PERSIK KEDIRI,3,"Stadion Brawijaya, Kediri",12
5,12,1,73,438,66,0,0,13,60,3,16,PERSEBAYA SURABAYA,0,2,17,1,54,229,34,0,3,8,50,4,11,MADURA UNITED FC,3,"Stadion Gelora Bangkalan, Bangkalan",12
4,13,1,76,224,41,0,0,18,57.14,8,16,PSIS SEMARANG,1,8,18,0,81,334,59,0,2,13,54.55,6,16,PERSIS SOLO,2,"Stadion Manahan, Solo",12
5,12,0,69,369,52,0,0,10,0,0,19,PERSIKABO 1973,4,2,15,4,74,341,48,0,2,10,57.14,4,12,PERSIB BANDUNG,4,"Stadion Gelora Bandung Lautan Api, Bandung",12
3,16,2,59,336,39,0,0,12,0,0,9,PERSITA TANGERANG,3,2,18,1,62,530,61,0,0,10,50,3,10,AREMA FC,1,"Stadion Kapten I Wayan Dipta, Gianyar",12
5,18,1,79,189,50,0,2,11,81.82,9,18,RANS NUSANTARA FC,2,5,20,2,72,193,50,0,1,15,50,7,12,BALI UNITED FC,1,"Stadion Kapten I Wayan Dipta, Gianyar",12
1,16,4,84,247,36,0,2,11,50,4,16,BHAYANGKARA PRESISI INDONESIA FC,3,6,14,0,85,456,64,1,2,14,33.33,3,13,DEWA UNITED FC,4,"Stadion Indomilk Arena, Tangerang",12
5,11,3,89,354,75,0,0,10,25,2,17,PS BARITO PUTERA,1,5,13,0,88,121,25,0,2,12,66.67,6,17,PSM MAKASSAR,1,"Stadion Gelora B. J. Habibie, Pare-pare",12
3,12,0,84,136,30,0,0,10,30,3,17,PSM MAKASSAR,3,5,13,3,69,323,70,0,1,16,27.27,3,14,BORNEO FC SAMARINDA,3,"Stadion Segiri, Samarinda",13
2,22,4,60,148,29,1,1,6,66.67,4,10,BALI UNITED FC,5,9,12,2,77,369,71,0,1,21,50,7,16,PERSIJA JAKARTA,3,"Stadion Patriot Chandra Bhaga, Bekasi",13
4,17,1,74,292,59,0,1,14,27.27,3,13,MADURA UNITED FC,3,10,20,1,103,205,41,0,1,19,37.5,6,22,PSS SLEMAN,1,"Stadion Maguwoharjo, Sleman",13
5,13,2,80,291,54,0,2,22,58.82,10,9,PERSIB BANDUNG,1,9,11,1,76,248,46,0,1,13,61.54,8,14,BHAYANGKARA PRESISI INDONESIA FC,3,"Stadion Patriot Chandra Bhaga, Bekasi",13
2,17,1,64,305,49,0,1,7,80,4,20,AREMA FC,2,12,19,1,78,330,51,0,3,18,64.29,9,21,PERSEBAYA SURABAYA,4,"Stadion Gelora Bung Tomo, Surabaya",13
8,12,1,76,293,50,0,3,14,63.64,7,17,PERSIK KEDIRI,2,2,12,3,74,299,50,0,2,16,45.45,5,21,PERSIKABO 1973,2,"Stadion Wibawa Mukti, Bekasi",13
7,12,1,75,275,47,0,0,12,25,2,15,PS BARITO PUTERA,3,5,12,1,60,313,53,0,1,13,36.36,4,18,PSIS SEMARANG,2,"Stadion Jatidiri, Semarang",13
4,12,4,92,423,69,0,0,9,62.5,5,18,DEWA UNITED FC,4,8,15,1,68,192,31,0,1,19,60,9,13,PERSITA TANGERANG,4,"Stadion Indomilk Arena, Tangerang",13
3,27,9,70,250,55,0,2,8,50,4,16,PERSIS SOLO,6,6,18,2,85,212,45,1,1,14,16.67,2,16,RANS NUSANTARA FC,3,"Stadion Maguwoharjo, Sleman",13
6,8,1,87,453,62,0,0,12,20,2,6,PERSITA TANGERANG,0,8,6,2,71,286,38,0,5,20,57.89,11,11,PERSIB BANDUNG,1,"Stadion Gelora Bandung Lautan Api, Bandung",14
8,10,4,84,217,36,0,2,12,50,6,19,BORNEO FC SAMARINDA,1,2,14,1,77,397,64,0,1,9,42.86,3,19,MADURA UNITED FC,2,"Stadion Gelora Madura Ratu Pamelingan, Pamekasan",14
8,18,3,69,395,66,0,2,17,46.15,6,19,PERSIJA JAKARTA,4,5,18,1,78,210,34,1,2,8,83.33,5,22,PERSIS SOLO,7,"Stadion Manahan, Solo",14
5,18,4,88,355,55,0,0,8,71.43,5,15,BHAYANGKARA PRESISI INDONESIA FC,4,6,10,2,79,292,45,0,2,10,33.33,3,17,PERSIK KEDIRI,2,"Stadion Brawijaya, Kediri",14
4,13,0,91,218,42,1,1,8,80,4,17,PSS SLEMAN,7,2,12,1,68,312,58,0,2,13,44.44,4,9,AREMA FC,5,"Stadion Kapten I Wayan Dipta, Gianyar",14
3,17,2,86,246,41,1,1,6,33.33,2,28,PERSEBAYA SURABAYA,2,7,13,3,85,358,59,0,1,11,36.36,4,19,DEWA UNITED FC,2,"Stadion Indomilk Arena, Tangerang",14
6,5,0,64,183,27,0,1,12,30,3,22,PSM MAKASSAR,1,4,10,5,60,508,73,0,2,8,50,4,19,PSIS SEMARANG,0,"Stadion Jatidiri, Semarang",14
8,13,1,91,362,55,0,0,13,55.56,5,21,PERSIKABO 1973,1,2,19,5,75,303,45,1,2,14,30,3,20,BALI UNITED FC,2,"Stadion Kapten I Wayan Dipta, Gianyar",14
0,24,0,92,186,47,0,1,5,33.33,1,19,RANS NUSANTARA FC,2,5,15,2,99,213,53,0,1,16,16.67,2,13,PS BARITO PUTERA,3,"Stadion Demang Lehman, Martapura",14
5,8,1,79,329,59,0,2,12,50,5,13,BALI UNITED FC,0,2,18,3,87,229,41,0,1,11,50,3,14,BHAYANGKARA PRESISI INDONESIA FC,2,"Stadion Patriot Chandra Bhaga, Bekasi",15
9,13,2,93,339,56,1,2,14,75,9,12,PERSIK KEDIRI,4,2,15,0,73,272,44,0,2,16,26.67,4,18,PERSITA TANGERANG,4,"Stadion Indomilk Arena, Tangerang",15
0,13,1,69,358,65,0,2,9,66.67,6,14,MADURA UNITED FC,2,11,9,1,100,198,35,0,0,23,42.86,6,19,PSM MAKASSAR,2,"Stadion Gelora B. J. Habibie, Pare-pare",15
5,14,0,70,202,30,0,1,12,30,3,23,PS BARITO PUTERA,3,2,17,1,59,494,70,0,1,12,30,3,29,PERSIJA JAKARTA,2,"Stadion Patriot Chandra Bhaga, Bekasi",15
2,16,0,78,139,27,0,3,6,66.67,4,16,PERSIB BANDUNG,4,5,14,0,77,376,73,0,2,10,33.33,3,15,PERSEBAYA SURABAYA,0,"Stadion Gelora Bung Tomo, Surabaya",15
2,12,3,88,261,42,0,1,6,50,2,25,PSS SLEMAN,1,5,12,2,70,368,58,0,3,19,50,8,12,DEWA UNITED FC,2,"Stadion Indomilk Arena, Tangerang",15
6,12,1,79,356,45,0,1,15,27.27,3,23,BORNEO FC SAMARINDA,1,3,14,1,75,442,55,0,0,8,33.33,2,13,AREMA FC,1,"Stadion Kapten I Wayan Dipta, Gianyar",15
3,14,2,75,287,55,0,2,12,33.33,3,8,PERSIS SOLO,3,5,15,3,106,241,45,0,2,12,40,4,18,PERSIKABO 1973,2,"Stadion Wibawa Mukti, Bekasi",15
2,18,5,74,431,70,0,1,8,28.57,2,17,PSIS SEMARANG,2,1,13,2,75,190,30,0,2,7,42.86,3,20,RANS NUSANTARA FC,4,"Stadion Maguwoharjo, Sleman",15
